,id_player,player_name,nationality,field_position,position,weight(kg),height(cm),age,id_team,player_image
672,250010259,Kyle Walker,England,Defender,FULL_BACK,70.0,178.0,34,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250010259.jpg
673,250198122,Jastin García,Spain,Forward,,,,20,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250198122.jpg
674,250004986,Lukáš Pauschek,Slovakia,Defender,UNKNOWN,,,31,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250004986.jpg
675,250107089,Matúš Vojtko,Slovakia,Defender,UNKNOWN,,,24,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250107089.jpg
676,250197801,Gerard Martín,Spain,Defender,,,,22,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250197801.jpg
677,250164781,Sergi Dominguez,Spain,Defender,UNKNOWN,,,19,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164781.jpg
678,250103561,Eric García,Spain,Defender,CENTRE_BACK,,,23,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250103561.jpg
679,250042521,André Silva,Portugal,Forward,STRIKER,78.0,182.0,29,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042521.jpg
680,250177597,Senny Mayulu,France,Midfielder,UNKNOWN,,,18,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177597.jpg
681,250183510,Kassoum Ouattara,France,Defender,UNKNOWN,,,20,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250183510.jpg
682,250165221,Nico O’Reilly,England,Midfielder,,,,19,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250165221.jpg
683,250054393,Gregory Wüthrich,Switzerland,Defender,CENTRE_BACK,88.0,192.0,29,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250054393.jpg
684,1906553,Stefan Hierländer,Austria,Midfielder,UNKNOWN,71.0,180.0,33,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1906553.jpg
685,250137395,Samuel Mbangula,Belgium,Forward,UNKNOWN,,,20,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250137395.jpg
686,250161142,Daouda Guindo,Mali,Defender,UNKNOWN,,,22,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250161142.jpg
687,250116699,Lewis Ferguson,Scotland,Midfielder,,,,25,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250116699.jpg
688,250098468,Luka Ivanušec,Croatia,Forward,ATTACKING_MIDFIELDER,,,25,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250098468.jpg
689,250197800,Facundo Gonzalez,Italy,Defender,,,,21,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250197800.jpg
690,250168996,Pablo Torre,Spain,Midfielder,UNKNOWN,,,21,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250168996.jpg
691,250061589,Casper Nielsen,Denmark,Midfielder,UNKNOWN,,,30,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250061589.jpg
692,250172594,Petar Ratkov,Serbia,Forward,UNKNOWN,,,21,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172594.jpg
693,250133903,Ben Godfrey,England,Defender,UNKNOWN,,,26,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250133903.jpg
694,250089626,Leandro Barreiro,Luxembourg,Midfielder,UNKNOWN,,,24,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250089626.jpg
695,250190378,Andres Cuenca,Spain,Defender,UNKNOWN,,,17,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250190378.jpg
696,250139255,Gavi,Spain,Midfielder,UNKNOWN,,,20,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250139255.jpg
697,250140936,Mathys Tel,France,Forward,UNKNOWN,,,19,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250140936.jpg
698,250187793,Adamo Nagalo,Burkina Faso,Defender,,,,22,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187793.jpg
699,250116759,Alen Mustafić,Bosnia and Herzegovina,Midfielder,UNKNOWN,,,25,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250116759.jpg
700,250138999,Andreas Schjelderup,Norway,Forward,UNKNOWN,,,20,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138999.jpg
701,250128391,Jarell Quansah,England,Defender,,,,21,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128391.jpg
702,250126267,Markus Solbakken,Norway,Midfielder,,,,24,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250126267.jpg
703,250154309,Jonas Rouhi,Sweden,Defender,,,,20,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250154309.jpg
704,250087431,Dan-Axel Zagadou,France,Defender,FULL_BACK,,,25,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250087431.jpg
705,250134952,Ayman Azhil,Germany,Midfielder,DEFENSIVE_MIDFIELDER,,,23,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134952.jpg
706,250189107,Konstantin Schopp,Austria,Defender,,,,18,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189107.jpg
707,250090398,Federico Chiesa,Italy,Midfielder,ATTACKING_MIDFIELDER,,,27,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250090398.jpg
708,250097935,Wataru Endo,Japan,Midfielder,UNKNOWN,,,31,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250097935.jpg
709,250193442,Lucas Beraldo,Brazil,Defender,UNKNOWN,,,20,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250193442.jpg
710,93443,Rui Patrício,Portugal,Goalkeeper,GOALKEEPER,84.0,190.0,36,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/93443.jpg
711,69178,Scott Carson,England,Goalkeeper,UNKNOWN,86.0,190.0,39,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/69178.jpg
712,250204164,Morgan Costarelli,France,Defender,,,,19,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250204164.jpg
713,250202692,Lucas García,Spain,Goalkeeper,,,,20,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250202692.jpg
714,250201731,Younes Lachaab,France,Forward,,,,19,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250201731.jpg
715,250201718,Isaac Cossier,France,Defender,,,,17,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250201718.jpg
716,250200248,Trey Nyoni,England,Forward,,,,17,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250200248.jpg
717,250199905,Pau García,Spain,Goalkeeper,,,,17,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250199905.jpg
718,250199900,Marc Aznar,Spain,Defender,,,,18,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250199900.jpg
719,250199899,Juan Arango,Spain,Forward,,,,18,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250199899.jpg
720,250199543,Christopher Olivier,Austria,Defender,,,,18,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250199543.jpg
721,250199225,Juan Córdoba,Colombia,Forward,UNKNOWN,,,21,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250199225.jpg
722,250198502,Luca Raimund,Germany,Midfielder,UNKNOWN,,,19,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250198502.jpg
723,250198498,Noah Jauny,France,Goalkeeper,UNKNOWN,,,20,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250198498.jpg
724,250197866,Gianluca Prestianni,Argentina,Forward,,,,18,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250197866.jpg
725,250196593,Zaid Romero,Argentina,Defender,UNKNOWN,,,24,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196593.jpg
726,250196587,Grégoire Coudert,France,Goalkeeper,UNKNOWN,,,25,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196587.jpg
727,250196584,Axel Camblan,France,Forward,UNKNOWN,,,21,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196584.jpg
728,250196581,Elvis Isaac,Nigeria,Forward,,,,22,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196581.jpg
729,250196544,Tommaso Corazza,Italy,Defender,,,,20,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196544.jpg
730,250196542,Federico Ravaglia,Italy,Goalkeeper,,,,24,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196542.jpg
731,250195173,Pietro Comi,Italy,Defender,,,,19,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250195173.jpg
732,250194271,Jacob Hödl,Austria,Midfielder,UNKNOWN,,,17,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250194271.jpg
733,250193410,Alberto Manzoni,Italy,Midfielder,,,,19,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250193410.jpg
734,250192873,Arjan Malić,Slovenia,Midfielder,,,,19,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250192873.jpg
735,250192699,Mauro Couto,Portugal,Forward,,,,18,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250192699.jpg
736,250192405,Michael Anthony Bresser,Netherlands,Defender,UNKNOWN,,,17,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250192405.jpg
737,250192269,Antonio Fernandez,Spain,Midfielder,UNKNOWN,,,16,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250192269.jpg
738,250190780,Jimi Gower,England,Midfielder,,,,20,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250190780.jpg
739,250190776,Maldini Kacurri,Albania,Defender,,,,19,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250190776.jpg
740,250190774,Jack Porter,England,Goalkeeper,,,,16,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250190774.jpg
741,250190375,Guillermo Fernandez,Spain,Midfielder,,,,16,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250190375.jpg
742,250190117,Ibrahim Mbaye,France,Forward,UNKNOWN,,,16,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250190117.jpg
743,250189610,Viggo Gebel,Germany,Midfielder,UNKNOWN,,,16,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189610.jpg
744,250189230,Joshua Robinson,England,Defender,,,,19,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189230.jpg
745,250189174,Marco Palestra,Italy,Defender,,,,19,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189174.jpg
746,250189136,Gerónimo Spina,Argentina,Defender,,,,19,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189136.jpg
747,250188470,Lilian Baret,France,Midfielder,,,,18,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188470.jpg
748,250188129,Arthur,Brazil,Defender,,,,21,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188129.jpg
749,250187771,Tijn Smolenaars,Netherlands,Goalkeeper,UNKNOWN,,,19,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187771.jpg
750,250186116,Yegor Prutsev,Serbia,Midfielder,UNKNOWN,,,21,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250186116.jpg
751,250185049,Samuel Nibombe,Belgium,Defender,,,,17,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250185049.jpg
752,250184504,Oliver Sorg,Austria,Defender,UNKNOWN,,,17,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250184504.jpg
753,250183894,Antal Yaakobishvili,Hungary,Defender,,,,20,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250183894.jpg
754,250183341,Saimon Bouabre,France,Midfielder,,,,18,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250183341.jpg
755,250182971,Zine-Eddine Oulad M'Hand,Netherlands,Midfielder,UNKNOWN,,,21,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250182971.jpg
756,250180810,Jarzinho Malanga,Germany,Forward,UNKNOWN,,,18,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250180810.jpg
757,250180112,Tygo Land,Netherlands,Midfielder,UNKNOWN,,,18,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250180112.jpg
758,250180059,João Simões,Portugal,Midfielder,,,,17,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250180059.jpg
759,250179734,Lucas Dominguez,Spain,Defender,,,,18,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250179734.jpg
760,250179137,Iván Fresneda,Spain,Defender,,,,20,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250179137.jpg
761,250179078,Tyler Meiser,Germany,Defender,UNKNOWN,,,17,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250179078.jpg
762,250178085,Mannou Berger,Netherlands,Goalkeeper,,,,20,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250178085.jpg
763,250178076,Nathan Butler-Oyedeji,England,Forward,,,,21,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250178076.jpg
764,250178067,Gjivai Zechiel,Netherlands,Midfielder,,,,20,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250178067.jpg
765,250177933,Nicola Bagnolini,Italy,Goalkeeper,,,,20,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177933.jpg
766,250177819,Jacob Wright,England,Midfielder,,,,19,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177819.jpg
767,250177612,Yoram Zague,France,Defender,UNKNOWN,,,18,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177612.jpg
768,250177593,Naoufel El Hannach,France,Defender,,,,17,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177593.jpg
769,250177426,Oliver Lukic,Austria,Midfielder,UNKNOWN,,,18,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177426.jpg
770,250177381,Davide Bartesaghi,Italy,Defender,UNKNOWN,,,18,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177381.jpg
771,250176532,Fran González,Spain,Goalkeeper,UNKNOWN,,,19,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176532.jpg
772,250176488,Jacobo Ramón,Spain,Defender,UNKNOWN,,,19,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176488.jpg
773,250176477,Francis Onyeka,Germany,Midfielder,,,,17,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176477.jpg
774,250176229,Max Schmitt,Germany,Goalkeeper,UNKNOWN,,,18,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176229.jpg
775,250176213,Mike Aidoo,Italy,Defender,,,,19,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176213.jpg
776,250176212,Thomas Berenbruch,Italy,Midfielder,,,,19,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176212.jpg
777,250176188,Mats Seiler,Switzerland,Defender,,,,19,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176188.jpg
778,250174995,Matteo Bignetti,Austria,Goalkeeper,,,,20,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174995.jpg
779,250174331,Miguel Chaiwa,Zambia,Midfielder,UNKNOWN,,,20,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174331.jpg
780,250172534,Vuk Draškić,Serbia,Goalkeeper,,,,17,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172534.jpg
781,250171662,Enric García,Spain,Midfielder,,,,18,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171662.jpg
782,250171659,Adam Aznou,Spain,Defender,UNKNOWN,,,18,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171659.jpg
783,250171100,Filippo Terracciano,Italy,Defender,,,,21,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171100.jpg
784,250170952,Dennis Seimen,Germany,Goalkeeper,UNKNOWN,,,18,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250170952.jpg
785,250170141,Kjell Wätjen,Germany,Midfielder,UNKNOWN,,,18,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250170141.jpg
786,250170133,Almugera Kabar,Germany,Defender,UNKNOWN,,,18,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250170133.jpg
787,250170117,Ethan Nwaneri,England,Midfielder,UNKNOWN,,,17,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250170117.jpg
788,250169918,Leon Grgic,Austria,Forward,,,,18,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169918.jpg
789,250169894,Francisco Silva,Portugal,Goalkeeper,,,,18,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169894.jpg
790,250169891,Luis Gomes,Portugal,Forward,,,,20,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169891.jpg
791,250169577,Áron Yaakobishvili,Hungary,Goalkeeper,,,,18,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169577.jpg
792,250169576,Diego Kochen,USA,Goalkeeper,UNKNOWN,,,18,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169576.jpg
793,250168729,Filippo Mane,Italy,Defender,UNKNOWN,,,19,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250168729.jpg
794,250168060,Lucas Michal,France,Midfielder,,,,19,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250168060.jpg
795,250166787,Martin Mišovič,Slovakia,Forward,,,,20,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250166787.jpg
796,250165547,Daniil Khudiakov,Russia,Goalkeeper,UNKNOWN,,,20,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250165547.jpg
797,250164989,André Gomes,Portugal,Goalkeeper,UNKNOWN,,,20,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164989.jpg
798,250164740,Tommy Setford,Netherlands,Goalkeeper,UNKNOWN,,,18,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164740.jpg
799,250164626,Ander Astralaga,Spain,Goalkeeper,UNKNOWN,,,20,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164626.jpg
800,250164169,Louis Mouquet,France,Goalkeeper,UNKNOWN,,,20,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164169.jpg
801,250164068,Lapo Nava,Italy,Goalkeeper,,,,20,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164068.jpg
802,250164054,Kevin Zeroli,Italy,Midfielder,UNKNOWN,,,19,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164054.jpg
803,250163658,Salko Hamzic,Austria,Goalkeeper,,,,18,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163658.jpg
804,250163505,Tommaso Del Lungo,Italy,Defender,,,,20,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163505.jpg
805,250163224, Abdoulaye Ndiaye,Senegal,Defender,UNKNOWN,,,22,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163224.jpg
806,250162627,Yann Lienard,France,Goalkeeper,GOALKEEPER,,,21,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250162627.jpg
807,250162176,Vanja Vlahović,Serbia,Forward,UNKNOWN,,,20,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250162176.jpg
808,250160990,Diego Callai,Italy,Goalkeeper,UNKNOWN,,,20,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250160990.jpg
809,250160835,Kiril Fesiun,Ukraine,Goalkeeper,UNKNOWN,,,22,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250160835.jpg
810,250154458,Martin Suchomel,Czechia,Defender,,,,22,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250154458.jpg
811,250154332,Giovanni Daffara,Italy,Goalkeeper,,,,19,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250154332.jpg
812,250154301,Sergio Mestre,Spain,Goalkeeper,,,,19,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250154301.jpg
813,250153773,Stefan Leković,Serbia,Defender,UNKNOWN,,,20,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153773.jpg
814,250153677,Jorne Spileers,Belgium,Defender,UNKNOWN,,,19,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153677.jpg
815,250153412,Frans Krätzig,Germany,Defender,UNKNOWN,,,21,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153412.jpg
816,250153408,Silas Ostrzinski,Germany,Goalkeeper,GOALKEEPER,,,20,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153408.jpg
817,250150470,Zane Monlouis,England,Defender,,,,21,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250150470.jpg
818,250148144,Niek Schiks,Netherlands,Goalkeeper,GOALKEEPER,,,20,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250148144.jpg
819,250144288,Jakub Pešek,Czechia,Midfielder,WINGER,,,31,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250144288.jpg
820,250139387,Arijon Ibrahimovic,Germany,Midfielder,,,,18,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250139387.jpg
821,250139028,Ivan Guteša,Serbia,Goalkeeper,,,,22,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250139028.jpg
822,250138956,Diogo Prioste,Portugal,Midfielder,,,,20,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138956.jpg
823,250138950,Diogo Pinto,Portugal,Goalkeeper,UNKNOWN,,,20,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138950.jpg
824,250138635,Adrian Bajrami,Albania,Defender,UNKNOWN,,,22,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138635.jpg
825,250138623,Indrit Tuci,Albania,Forward,,,,24,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138623.jpg
826,250138286,Adam Hrdina,Slovakia,Goalkeeper,UNKNOWN,,,20,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138286.jpg
827,250138239,Joshua Wilson-Esbrand,England,Defender,,,,21,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138239.jpg
828,250137521,Juan Musso,Argentina,Goalkeeper,UNKNOWN,,,30,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250137521.jpg
829,250135608,Harvey Davies,England,Goalkeeper,UNKNOWN,,,21,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135608.jpg
830,250135499,Antonio Gomis,Spain,Goalkeeper,,,,21,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135499.jpg
831,250135497,Aitor Gismera,Spain,Midfielder,UNKNOWN,,,20,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135497.jpg
832,250129928,Bryan Okoh,Switzerland,Defender,,,,21,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129928.jpg
833,250129831,Ilias Kostis,Greece,Defender,UNKNOWN,,,21,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129831.jpg
834,250127502,Emil Holm,Sweden,Defender,,,,24,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127502.jpg
835,250127149,Ameen Al-Dakhil,Belgium,Defender,,,,22,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127149.jpg
836,250127130,Jakub Surovčík,Slovakia,Goalkeeper,,,,22,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127130.jpg
837,250124400,Tyler Morton,England,Midfielder,UNKNOWN,,,22,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124400.jpg
838,250123440,Yehor Nazaryna,Ukraine,Midfielder,CENTRAL_MIDFIELDER,,,27,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250123440.jpg
839,250123020,Marco Brescianini,Italy,Midfielder,CENTRAL_MIDFIELDER,,,24,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250123020.jpg
840,250118962,Nathanaël Mbuku,DR Congo,Forward,,,,22,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250118962.jpg
841,250118787,Maarten Vandevoordt,Belgium,Goalkeeper,GOALKEEPER,,,22,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250118787.jpg
842,250117408,Samuel Soares,Portugal,Goalkeeper,GOALKEEPER,,,22,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117408.jpg
843,250116069,Mathias Ross,Denmark,Defender,,,,23,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250116069.jpg
844,250113263,Vitězslav Jaroš,Czechia,Goalkeeper,,,,23,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113263.jpg
845,250109859,Vladan Kovačević,Serbia,Goalkeeper,UNKNOWN,,,26,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250109859.jpg
846,250109381,Maik Nawrocki,Poland,Defender,,,,23,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250109381.jpg
847,250109378,Marcel Lotka,Germany,Goalkeeper,,,,23,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250109378.jpg
848,250108031,Irakli Azarov,Georgia,Defender,UNKNOWN,,,22,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250108031.jpg
849,250106979,Arnau Tenas,Spain,Goalkeeper,UNKNOWN,,,23,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106979.jpg
850,250106880,Viljami Sinisalo,Finland,Goalkeeper,UNKNOWN,,,23,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106880.jpg
851,250105664,Daniel Peretz,Israel,Goalkeeper,GOALKEEPER,,,24,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105664.jpg
852,250104128,Bartol Franjić,Croatia,Defender,DEFENSIVE_MIDFIELDER,,,24,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250104128.jpg
853,250104101,Yannik Keitel,Germany,Midfielder,,,,24,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250104101.jpg
854,250103498,Martin Trnovský,Slovakia,Goalkeeper,GOALKEEPER,,,24,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250103498.jpg
855,250101698,Stephen Welsh,Scotland,Defender,CENTRE_BACK,,,24,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101698.jpg
856,250096761,Josep Martínez,Spain,Goalkeeper,UNKNOWN,,,26,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250096761.jpg
857,250088389,Emir Karic,Austria,Midfielder,,,,27,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250088389.jpg
858,250088122,Jordan Teze,Netherlands,Defender,FULL_BACK,,,25,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250088122.jpg
859,250088117,Armando Obispo,Netherlands,Defender,CENTRE_BACK,,,25,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250088117.jpg
860,250087542,Abel Ruiz,Spain,Forward,STRIKER,,,24,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250087542.jpg
861,250086637,Pau López,Spain,Goalkeeper,GOALKEEPER,77.0,189.0,29,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250086637.jpg
