,id,player_name,nationality,field_position,position,weight(kg),height(cm),age,team_id,minutes_played,matches_appareance,goals,assists,distance_covered(km/h),top_speed,player_image
223,250066886,Ousmane Dembélé,France,Forward,UNKNOWN,67.0,178.0,27,52747,170,2,0,0,19.28,33.69,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066886.jpg
224,250177497,Geovany Quenda,Portugal,Forward,UNKNOWN,,,17,50149,169,3,0,0,22.33,33.1,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177497.jpg
225,250122213,Mauro Júnior,Brazil,Defender,ATTACKING_MIDFIELDER,,,25,50062,169,3,0,0,22.12,34.06,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250122213.jpg
226,250078593,Otar Kiteishvili,Georgia,Midfielder,UNKNOWN,65.0,170.0,28,50111,168,2,0,0,22.48,30.83,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250078593.jpg
227,250013058,Charalampos Lykogiannis,Greece,Defender,UNKNOWN,78.0,186.0,31,52969,168,2,0,0,20.55,32.75,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250013058.jpg
228,250153402,Jamie Gittens,England,Midfielder,UNKNOWN,,,20,52758,167,3,3,0,20.44,33.46,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153402.jpg
229,250132730,Ebrima Colley,Gambia,Forward,WINGER,,,24,50031,167,3,0,0,21.24,34.08,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132730.jpg
230,250139010,Samson Baidoo,Austria,Defender,UNKNOWN,,,20,50030,167,2,0,0,17.93,31.22,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250139010.jpg
231,250066156,Raphaël Guerreiro,Portugal,Defender,FULL_BACK,67.0,170.0,30,50037,166,2,1,0,21.13,30.41,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066156.jpg
232,250163777,Aleksandar Pavlovic,Germany,Midfielder,UNKNOWN,,,20,50037,166,2,0,0,24.16,30.51,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163777.jpg
233,250105244,Aurélien Tchouameni,France,Midfielder,CENTRAL_MIDFIELDER,,,24,50051,165,3,0,0,21.26,32.22,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105244.jpg
234,250187238,Cherif Ndiaye,Senegal,Forward,UNKNOWN,,,28,50069,164,3,1,1,19.81,33.81,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187238.jpg
235,250074010,Romain Del Castillo,France,Forward,UNKNOWN,,,28,2601306,164,3,0,0,19.26,29.28,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250074010.jpg
236,250064482,Nuno Santos,Portugal,Forward,UNKNOWN,73.0,179.0,29,50149,164,2,1,0,19.6,35.17,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064482.jpg
237,250064233,John Stones,England,Defender,CENTRE_BACK,70.0,188.0,30,52919,164,2,1,0,19.06,31.37,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064233.jpg
238,250049573,Cristhian Stuani,Uruguay,Forward,UNKNOWN,,,38,2602798,163,3,0,0,20.8,29.45,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250049573.jpg
239,250156459,Kyogo Furuhashi,Japan,Midfielder,UNKNOWN,,,29,50050,162,3,1,0,17.25,33.19,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250156459.jpg
240,250106939,Bukayo Saka,England,Forward,WINGER,,,23,52280,162,2,1,0,18.27,31.44,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106939.jpg
241,250132829,Rodrygo,Brazil,Forward,WINGER,,,23,50051,160,2,0,1,18.25,33.12,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132829.jpg
242,250172673,Nahuel Molina,Argentina,Defender,UNKNOWN,,,26,50124,159,3,0,0,19.91,33.26,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172673.jpg
243,250183519,Mateo Retegui,Italy,Forward,UNKNOWN,,,25,52816,159,3,0,0,18.19,30.97,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250183519.jpg
244,250189052,Hugo Bueno,Spain,Defender,UNKNOWN,,,22,52749,159,2,0,0,17.47,31.37,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189052.jpg
245,250144965,Darwin Núñez,Uruguay,Forward,STRIKER,,,25,7889,158,3,1,0,21.16,34.31,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250144965.jpg
246,250101444,Vitinha,Portugal,Midfielder,UNKNOWN,,,24,52747,158,3,0,0,21.74,31.82,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101444.jpg
247,250029318,Thomas Meunier,Belgium,Defender,FULL_BACK,78.0,190.0,33,75797,157,3,0,1,22.01,32.23,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250029318.jpg
248,250029535,Pascal Gross,Germany,Midfielder,UNKNOWN,,,33,52758,156,3,0,0,22.47,28.82,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250029535.jpg
249,250101238,Waldemar Anton,Germany,Defender,,,,28,52758,156,3,0,0,19.37,32.75,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101238.jpg
250,250156457,Hidemasa Morita,Japan,Midfielder,UNKNOWN,,,29,50149,155,3,0,0,22.03,31.04,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250156457.jpg
251,250097638,Andreas Skov Olsen,Denmark,Forward,UNKNOWN,,,24,50043,155,3,0,0,19.86,29.83,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250097638.jpg
252,250068733,Aïssa Mandi,Algeria,Defender,CENTRE_BACK,,,33,75797,154,2,0,0,17.92,30.06,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250068733.jpg
253,50327428,Stefan De Vrij,Netherlands,Defender,CENTRE_BACK,,,32,50138,154,2,0,0,17.31,32.03,https://img.uefa.com/imgml/TP/players/1/2025/324x324/50327428.jpg
254,250102308,Daniel Bragança,Portugal,Midfielder,,,,25,50149,153,3,1,1,20.94,31.21,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250102308.jpg
255,250091828,Raoul Bellanova,Italy,Defender,FULL_BACK,,,24,52816,153,3,1,0,19.87,35.03,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250091828.jpg
256,250127538,Josha Vagnoman,Germany,Defender,UNKNOWN,,,23,50107,153,2,0,0,18.97,35.53,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127538.jpg
257,250161140,Nicolás Capaldo,Argentina,Midfielder,UNKNOWN,,,26,50030,152,3,0,0,18.82,32.36,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250161140.jpg
258,250022829,Hakan Çalhanoğlu,Türkiye,Midfielder,ATTACKING_MIDFIELDER,76.0,176.0,30,50138,152,2,1,0,20.13,31.44,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250022829.jpg
259,250129175,Seedy Jatta,Norway,Forward,UNKNOWN,,,21,50111,151,3,0,0,20.39,32.0,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129175.jpg
260,250117705,Charles De Ketelaere,Belgium,Forward,CENTRAL_MIDFIELDER,,,23,52816,151,3,0,0,18.35,33.09,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117705.jpg
261,250163400,Antonio Nusa,Norway,Midfielder,UNKNOWN,,,19,2603790,150,3,0,0,21.51,32.3,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163400.jpg
262,250193541,Takuya Ogiwara,Japan,Defender,,,,24,50164,150,2,1,0,17.46,31.21,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250193541.jpg
263,98023,Henrikh Mkhitaryan,Armenia,Midfielder,ATTACKING_MIDFIELDER,72.0,178.0,35,50138,149,3,0,0,20.48,31.41,https://img.uefa.com/imgml/TP/players/1/2025/324x324/98023.jpg
264,250113103,Conor Gallagher,England,Midfielder,UNKNOWN,,,24,50124,149,3,0,0,19.88,31.75,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113103.jpg
265,250082469,Dálcio Gomes,Portugal,Midfielder,UNKNOWN,,,28,50069,149,3,0,0,18.3,30.83,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250082469.jpg
266,250059115,Bernardo Silva,Portugal,Midfielder,ATTACKING_MIDFIELDER,64.0,173.0,30,52919,149,2,0,0,19.28,27.46,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250059115.jpg
267,250155799,Niklas Geyrhofer,Austria,Defender,,,,24,50111,149,2,0,0,17.45,30.89,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250155799.jpg
268,250101201,Michele Di Gregorio,Italy,Goalkeeper,GOALKEEPER,,,27,50139,149,2,0,0,9.04,24.82,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101201.jpg
269,250115436,Fabián Ruiz,Spain,Midfielder,CENTRAL_MIDFIELDER,,,28,52747,148,3,0,1,20.59,30.67,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250115436.jpg
270,250174063,Victor  Olatunji,Nigeria,Forward,UNKNOWN,,,25,50033,144,3,1,1,18.77,34.08,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174063.jpg
271,250124169,Lewin Blum,Switzerland,Defender,FULL_BACK,,,23,50031,144,2,0,0,17.22,31.92,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124169.jpg
272,250124430,Jamal Musiala,Germany,Midfielder,UNKNOWN,,,21,50037,143,3,0,2,17.88,31.72,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124430.jpg
273,250177722,Andrija Maksimović,Serbia,Forward,,,,17,50069,143,2,0,0,17.4,31.4,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177722.jpg
274,250106649,Gabriel Jesus,Brazil,Forward,STRIKER,,,27,52280,142,3,0,0,17.7,33.78,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106649.jpg
275,250113373,Bojan Miovski,North Macedonia,Forward,UNKNOWN,,,25,2602798,142,2,0,0,17.33,33.15,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113373.jpg
276,250086789,Edimilson Fernandes,Switzerland,Midfielder,UNKNOWN,70.0,190.0,28,2601306,141,3,0,0,18.84,32.81,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250086789.jpg
277,250104939,Kastriot Imeri,Switzerland,Midfielder,UNKNOWN,,,24,50031,141,2,0,0,17.35,29.78,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250104939.jpg
278,250172907,Federico Gatti,Italy,Defender,UNKNOWN,,,26,50139,141,2,0,0,17.29,32.21,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172907.jpg
279,250106967,Bryan Gil,Spain,Forward,WINGER,,,23,2602798,141,2,0,0,16.36,32.93,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106967.jpg
280,250019616,Tomi Horvat,Slovenia,Midfielder,UNKNOWN,,,25,50111,139,3,0,0,20.58,28.23,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250019616.jpg
281,250166754,Kacper Urbański,Poland,Midfielder,,,,20,52969,139,3,0,0,19.76,29.37,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250166754.jpg
282,250079383,Ermedin Demirović,Bosnia and Herzegovina,Midfielder,UNKNOWN,,,26,50107,139,3,0,0,17.19,32.27,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079383.jpg
283,102153,Vladimír Weiss,Slovakia,Midfielder,WINGER,71.0,173.0,34,52797,139,2,0,0,14.68,32.43,https://img.uefa.com/imgml/TP/players/1/2025/324x324/102153.jpg
284,250166930,Arthur Vermeeren,Belgium,Midfielder,UNKNOWN,,,19,2603790,138,3,0,0,19.12,30.85,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250166930.jpg
285,250061361,Alexander Sørloth,Norway,Forward,STRIKER,,,28,50124,137,3,0,0,17.17,32.65,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250061361.jpg
286,250141861,Victor Boniface,Nigeria,Forward,,,,23,50109,137,2,1,0,15.71,32.28,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250141861.jpg
287,250058227,Aleksandr Golovin,Russia,Midfielder,ATTACKING_MIDFIELDER,69.0,180.0,28,50023,135,3,0,0,18.29,33.44,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058227.jpg
288,250058220,Rúben Dias,Portugal,Defender,CENTRE_BACK,,,27,52919,135,3,0,0,16.89,32.25,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058220.jpg
289,250127347,Karim Adeyemi,Germany,Forward,STRIKER,,,22,52758,135,2,3,0,16.8,35.14,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127347.jpg
290,250040521,Lucas Vázquez,Spain,Midfielder,STRIKER,70.0,173.0,33,50051,135,2,1,0,17.25,30.98,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250040521.jpg
291,250164785,Alex Valle,Spain,Defender,UNKNOWN,,,20,50050,135,2,0,0,17.74,31.97,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164785.jpg
292,250112842,Greg Taylor,Scotland,Defender,FULL_BACK,,,26,50050,135,2,0,0,17.33,30.63,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112842.jpg
293,250156002,Ben White,England,Defender,UNKNOWN,,,27,52280,135,2,0,0,15.7,31.67,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250156002.jpg
294,250005231,Arijan Ademi,North Macedonia,Midfielder,DEFENSIVE_MIDFIELDER,79.0,183.0,33,50164,134,3,0,0,18.13,30.23,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250005231.jpg
295,250117405,Francisco Conceição,Portugal,Forward,UNKNOWN,,,21,50139,133,2,1,1,16.88,33.37,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117405.jpg
296,250167977,Eliesse Ben Seghir,Morocco,Midfielder,UNKNOWN,,,19,50023,132,3,0,0,15.68,32.05,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250167977.jpg
297,250173502,Samuel Lino,Brazil,Midfielder,UNKNOWN,,,24,50124,131,3,0,0,17.53,30.93,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250173502.jpg
298,250115134,Hugo Vetlesen,Norway,Midfielder,,,,24,50043,130,2,0,1,17.01,30.37,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250115134.jpg
299,250112224,Felix Nmecha,Germany,Midfielder,,,,24,52758,128,3,1,1,16.56,34.28,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112224.jpg
300,250154416,Stefan Bajcetic,Spain,Midfielder,UNKNOWN,,,20,50030,128,3,0,0,17.1,30.75,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250154416.jpg
301,250189047,Zachary Athekame,Switzerland,Defender,,,,19,50031,127,3,0,0,15.98,33.58,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189047.jpg
302,250164835,Bobby Clark,England,Midfielder,UNKNOWN,,,19,50030,127,2,0,0,17.42,30.79,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164835.jpg
303,250156235,Albion Rrahmani,Kosovo,Forward,UNKNOWN,,,24,50033,126,3,0,0,16.14,30.01,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250156235.jpg
304,250042631,Mario Pašalić,Croatia,Midfielder,CENTRAL_MIDFIELDER,78.0,186.0,29,52816,125,3,0,0,16.57,31.68,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042631.jpg
305,250088150,Davide Frattesi,Italy,Midfielder,UNKNOWN,,,25,50138,125,3,0,0,16.17,31.33,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250088150.jpg
306,1903428,Marko Arnautović,Austria,Forward,WINGER,83.0,192.0,35,50138,125,2,1,0,14.4,33.16,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1903428.jpg
307,74699,Luka Modrić,Croatia,Midfielder,CENTRAL_MIDFIELDER,65.0,174.0,39,50051,124,3,0,1,15.27,29.47,https://img.uefa.com/imgml/TP/players/1/2025/324x324/74699.jpg
308,250124849,Lazar Samardzic,Serbia,Midfielder,UNKNOWN,,,22,52816,124,3,0,0,17.47,31.38,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124849.jpg
309,250081555,Donyell Malen,Netherlands,Forward,STRIKER,,,25,52758,123,2,1,1,14.31,31.75,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081555.jpg
310,250079670,Marcos Llorente,Spain,Midfielder,UNKNOWN,71.0,182.0,29,50124,123,2,0,1,14.71,33.04,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079670.jpg
311,250106722,Khephren Thuram,France,Midfielder,DEFENSIVE_MIDFIELDER,,,23,50139,122,2,0,0,14.66,32.31,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106722.jpg
312,250169685,Ousmane Diomande,Ivory Coast,Defender,UNKNOWN,,,20,50149,122,2,0,0,12.87,30.33,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169685.jpg
313,250132811,Luis Díaz,Colombia,Forward,CENTRAL_MIDFIELDER,,,27,7889,121,3,0,0,17.25,33.21,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132811.jpg
314,250187184,Dorgeles Nene,Mali,Forward,UNKNOWN,,,21,50030,120,3,0,0,13.75,33.84,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187184.jpg
315,250187837,Ibrahim Osman,Ghana,Forward,UNKNOWN,,,19,52749,120,2,0,0,14.44,35.62,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187837.jpg
316,250007075,Mattia Perin,Italy,Goalkeeper,GOALKEEPER,77.0,188.0,31,50139,120,2,0,0,7.84,25.03,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250007075.jpg
317,250116067,Mads Bidstrup,Denmark,Midfielder,UNKNOWN,,,23,50030,119,2,0,0,18.53,30.38,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250116067.jpg
318,250091165,Noa Lang,Netherlands,Forward,WINGER,,,25,50062,118,3,1,0,16.22,31.94,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250091165.jpg
319,250163447,Amine Adli,Morocco,Forward,UNKNOWN,,,24,50109,118,3,0,0,15.29,33.7,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163447.jpg
320,250101728,Jurriën Timber,Netherlands,Defender,FULL_BACK,,,23,52280,118,2,0,0,12.68,31.96,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101728.jpg
321,250114167,Nicolas Seiwald,Austria,Midfielder,UNKNOWN,,,23,2603790,117,2,0,0,15.05,31.37,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250114167.jpg
322,250058270,Viktor Tsygankov,Ukraine,Midfielder,WINGER,70.0,175.0,26,2602798,117,2,0,0,14.58,31.43,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058270.jpg
323,250132309,Sharani Zuberu,Ghana,Forward,,,,24,52797,117,2,0,0,14.03,35.05,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132309.jpg
324,250039931,Danilo,Brazil,Defender,UNKNOWN,78.0,184.0,33,50139,117,2,0,0,12.59,32.72,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250039931.jpg
325,250161141,Mamady Diambou,Mali,Midfielder,UNKNOWN,,,21,50030,116,3,0,0,15.54,30.92,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250161141.jpg
326,250191448,Ayyoub Bouaddi,France,Midfielder,,,,17,75797,116,2,0,0,17.08,30.72,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250191448.jpg
327,250188246,Tiago Santos,Portugal,Defender,UNKNOWN,,,22,75797,116,2,0,0,14.78,33.26,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188246.jpg
328,250138653,Nicolò Savona,Italy,Defender,,,,21,50139,116,2,0,0,14.29,31.66,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138653.jpg
329,250052957,Francesco Acerbi,Italy,Defender,CENTRE_BACK,87.0,193.0,36,50138,116,2,0,0,12.48,31.78,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250052957.jpg
330,250166916,Matias Fernandez-Pardo,Belgium,Forward,,,,19,75797,114,2,0,0,13.98,34.22,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250166916.jpg
331,250121330,Matheus Reis,Brazil,Defender,UNKNOWN,,,29,50149,112,2,0,0,13.41,31.71,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121330.jpg
332,250143328,Pedro Gonçalves,Portugal,Midfielder,UNKNOWN,,,26,50149,110,2,0,1,14.3,31.09,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250143328.jpg
333,250105167,Adam Idah,Republic of Ireland,Forward,,,,23,50050,108,3,1,0,13.02,33.01,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105167.jpg
334,250010223,Rémy Cabella,France,Midfielder,ATTACKING_MIDFIELDER,62.0,171.0,34,75797,107,3,0,0,14.19,29.21,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250010223.jpg
335,250089289,Christoph Baumgartner,Austria,Midfielder,ATTACKING_MIDFIELDER,,,25,2603790,106,3,0,0,15.91,29.56,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250089289.jpg
336,250091187,Sandro Kulenović,Croatia,Forward,STRIKER,76.0,188.0,24,50164,106,2,1,0,12.02,31.92,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250091187.jpg
337,250132195,Richard Ledezma,USA,Midfielder,CENTRAL_MIDFIELDER,,,24,50062,105,3,0,0,13.29,33.18,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132195.jpg
338,250055957,Robert Andrich,Germany,Midfielder,,,,30,50109,105,2,0,1,14.05,32.19,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250055957.jpg
339,250071671,Marko Rog,Croatia,Midfielder,CENTRAL_MIDFIELDER,73.0,180.0,29,50164,103,3,0,0,14.76,32.03,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250071671.jpg
340,250128409,Alan Virginius,France,Forward,UNKNOWN,,,21,50031,103,3,0,0,13.66,33.45,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128409.jpg
341,250154302,Hendry Blank,Germany,Defender,,,,20,50030,103,2,0,0,11.3,31.05,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250154302.jpg
342,250196543,Santiago Castro,Argentina,Forward,,,,20,52969,102,3,0,0,13.12,30.24,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196543.jpg
343,250103562,Juan Miranda,Spain,Defender,UNKNOWN,,,24,52969,102,2,0,0,12.87,31.66,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250103562.jpg
344,250042329,Jack Grealish,England,Midfielder,,,,29,52919,102,2,0,0,12.79,29.5,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042329.jpg
345,250162177,Désiré Doué,France,Forward,UNKNOWN,,,19,52747,101,3,0,0,14.16,32.85,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250162177.jpg
346,250128398,Lucas Gourna-Douath,France,Midfielder,UNKNOWN,,,21,50030,101,2,0,0,13.47,31.01,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128398.jpg
347,250127239,Matteo Ruggeri,Italy,Defender,,,,22,52816,101,2,0,0,12.11,29.52,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127239.jpg
348,250088320,Ferran Torres,Spain,Forward,WINGER,,,24,50080,101,2,0,0,11.99,32.03,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250088320.jpg
349,250113142,Jérémy Doku,Belgium,Midfielder,STRIKER,,,22,52919,100,2,0,1,11.24,33.17,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113142.jpg
350,250133390,Bruno Duarte,Brazil,Forward,STRIKER,,,28,50069,99,3,0,0,10.01,31.84,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250133390.jpg
351,250115487,Danylo Sikan,Ukraine,Forward,STRIKER,,,23,52707,99,2,0,0,10.85,31.67,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250115487.jpg
352,250200231,Maximiliano Araújo,Uruguay,Midfielder,,,,24,50149,98,3,0,1,12.58,32.94,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250200231.jpg
353,250099459,Martin Terrier,France,Forward,WINGER,,,27,50109,97,3,0,0,13.55,31.4,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250099459.jpg
354,250080471,Diogo Jota,Portugal,Forward,STRIKER,70.0,178.0,27,7889,97,2,0,0,12.54,31.8,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250080471.jpg
355,250132322,Bremer,Brazil,Defender,UNKNOWN,,,27,50139,96,2,0,0,11.15,31.5,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132322.jpg
356,250128468,António Silva,Portugal,Defender,UNKNOWN,,,21,50147,94,2,0,0,10.99,31.57,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128468.jpg
357,250066747,Manuel Locatelli,Italy,Midfielder,DEFENSIVE_MIDFIELDER,,,26,50139,93,2,0,0,12.8,29.07,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066747.jpg
358,250134728,Alejandro Francés,Spain,Defender,,,,22,2602798,92,2,0,0,11.67,32.73,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134728.jpg
359,250065413,Konrad Laimer,Austria,Midfielder,CENTRAL_MIDFIELDER,,179.0,27,50037,92,2,0,0,11.34,32.26,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250065413.jpg
360,250146610,Osame Sahraoui,Norway,Midfielder,,,,23,75797,91,3,0,0,13.6,31.18,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250146610.jpg
361,250055110,Patrik Schick,Czechia,Forward,STRIKER,73.0,186.0,28,50109,91,2,0,0,12.31,32.95,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250055110.jpg
362,250192048,Chris Führich,Germany,Midfielder,,,,26,50107,91,2,0,0,10.95,30.99,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250192048.jpg
363,250188225,George Ilenikhena,Nigeria,Forward,UNKNOWN,,,18,50023,90,3,1,0,10.38,32.07,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188225.jpg
364,250110894,Pierre Lees-Melou,France,Midfielder,WINGER,,,31,2601306,90,1,1,0,12.28,32.25,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250110894.jpg
365,250197796,Juanpe,Spain,Defender,,,,33,2602798,90,1,1,0,10.55,29.62,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250197796.jpg
366,250057117,Jonas Hofmann,Germany,Midfielder,WINGER,70.0,176.0,32,50109,90,1,0,1,12.91,31.11,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250057117.jpg
367,250129343,Maurits Kjærgaard,Denmark,Midfielder,UNKNOWN,,,21,50030,90,1,0,0,12.45,31.14,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129343.jpg
368,1906768,Oriol Romeu,Spain,Midfielder,DEFENSIVE_MIDFIELDER,75.0,183.0,33,2602798,90,1,0,0,12.18,29.33,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1906768.jpg
369,250082664,Rodri,Spain,Midfielder,DEFENSIVE_MIDFIELDER,,,28,52919,90,1,0,0,12.0,31.66,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250082664.jpg
370,250054969,Jon Gorenc Stanković,Slovenia,Midfielder,UNKNOWN,,,28,50111,90,1,0,0,11.6,27.72,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250054969.jpg
371,250019346,Loris Benito,Switzerland,Defender,FULL_BACK,80.0,184.0,32,50031,90,1,0,0,11.5,28.45,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250019346.jpg
